,eventid,iyear,imonth,iday,extended,country_txt,city,latitude,longitude,location,summary,crit1,crit2,crit3,alternative_txt,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,gname,guncertain1,nperps,nperpcap,claimed,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weapdetail,nkill,nkillter,nwound,property,addnotes,scite1,scite2,scite3,related
42,201201030024,2012,1,3,0,Ukraine,Kremenchuk,49.065783,33.410033,Near house No 45 on Avtokrazovskyy Boulevard,"01/03/2012: A grenade exploded near a house in Kremenchuk city, Poltava oblast, Ukraine. One person was killed and one injured in the blast. No group claimed responsibility for the attack.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,7.0,Grenade,,,,,,1.0,0.0,1.0,-9,,"""One killed, one injured in grenade blast in central Ukraine,"" Interfax-Ukraine news agency, Kiev, January 3, 2012.",,,
43,201204270004,2012,4,27,0,Ukraine,Dnipropetrovsk,48.442791,35.02216,,"04/27/2012: An explosive device placed in a garbage can detonated near a tram stop in Dnipropetrovsk city, Dnipropetrovsk oblast, Ukraine. This was one of five coordinated incidents in Dnipropetrovsk city on this date, four of which resulted in 31 total injuries. No group claimed responsibility for these attacks.",1,1,1,,1,0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Tram Station,Unknown,0.0,-99.0,4.0,0.0,6,Explosives,8.0,Landmine,,,,,A makeshift coated explosive device of propellant action creating an explosion equivalent to 160 grams of TNT that was hidden in a trash can constructed from reinforced concrete and asbestos to act as shrapnel was used in the attack.,0.0,0.0,8.0,1,"Casualty numbers represent an equal division across 201204270004, 201204270005, 201204270006, and 201204270007.","""Three men sought over Ukraine blasts,"" Agence France Presse, April 29, 2012.","""Two arrested in Dnipropetrovsk bombings case, says prosecutor's office,"" Interfax: Ukrainian General Newswire, May 31, 2012.","""Seven people injured in Dnipropetrovsk blasts still hospitalized,"" Interfax: Ukrainian General Newswire, May 11, 2012.","201204270004, 201204270005, 201204270006, 201204270007, 201204270009"
44,201204270005,2012,4,27,0,Ukraine,Dnipropetrovsk,48.442791,35.02216,,"04/27/2012: An explosive device placed in a garbage can detonated near a movie theater in Dnipropetrovsk city, Dnipropetrovsk oblast, Ukraine. This was one of five coordinated incidents in Dnipropetrovsk city on this date, four of which resulted in 31 total injuries. No group claimed responsibility for these attacks.",1,1,1,,1,0,3,Bombing/Explosion,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Unknown,Cineman,Unknown,0.0,-99.0,4.0,0.0,6,Explosives,8.0,Landmine,,,,,A makeshift coated explosive device of propellant action creating an explosion equivalent to 160 grams of TNT that was hidden in a trash can constructed from reinforced concrete and asbestos to act as shrapnel was used in the attack.,0.0,0.0,8.0,1,"Casualty numbers represent an equal division across 201204270004, 201204270005, 201204270006, and 201204270007.","""27 injured in Ukraine blasts as Euro 2012 looms,"" Agence France Presse, April 27, 2012.","""Two arrested in Dnipropetrovsk bombings case, says prosecutor's office,"" Interfax: Ukrainian General Newswire, May 31, 2012.","""Seven people injured in Dnipropetrovsk blasts still hospitalized,"" Interfax: Ukrainian General Newswire, May 11, 2012.","201204270004, 201204270005, 201204270006, 201204270007, 201204270009"
45,201204270006,2012,4,27,0,Ukraine,Dnipropetrovsk,48.442791,35.02216,,"04/27/2012: An explosive device placed in a garbage can detonated near a railway station in Dnipropetrovsk city, Dnipropetrovsk oblast, Ukraine. This was one of five coordinated incidents in Dnipropetrovsk city on this date, four of which resulted in 31 total injuries. No group claimed responsibility for these attacks.",1,1,1,,1,0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Railway Station,Unknown,0.0,-99.0,4.0,0.0,6,Explosives,8.0,Landmine,,,,,A makeshift coated explosive device of propellant action creating an explosion equivalent to 160 grams of TNT that was hidden in a trash can constructed from reinforced concrete and asbestos to act as shrapnel was used in the attack.,0.0,0.0,8.0,1,"Casualty numbers represent an equal division across 201204270004, 201204270005, 201204270006, and 201204270007.","""Two arrested in Dnipropetrovsk bombings case, says prosecutor's office,"" Interfax: Ukrainian General Newswire, May 31, 2012.","""Seven people injured in Dnipropetrovsk blasts still hospitalized,"" Interfax: Ukrainian General Newswire, May 11, 2012.","""Ukraine bomb blasts injure dozens ahead of Euro 2012,"" Guardian.co.uk, April 28, 2012.","201204270004, 201204270005, 201204270006, 201204270007, 201204270009"
46,201204270007,2012,4,27,0,Ukraine,Dnipropetrovsk,48.442791,35.02216,,"04/27/2012: An explosive device placed in a garbage can detonated near the city center in Dnipropetrovsk city, Dnipropetrovsk oblast, Ukraine. This was one of five coordinated incidents in Dnipropetrovsk city on this date, four of which resulted in 31 total injuries. No group claimed responsibility for these attacks.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Unknown,0.0,-99.0,4.0,0.0,6,Explosives,8.0,Landmine,,,,,A makeshift coated explosive device of propellant action creating an explosion equivalent to 160 grams of TNT that was hidden in a trash can constructed from reinforced concrete and asbestos to act as shrapnel was used in the attack.,0.0,0.0,7.0,1,"Casualty numbers represent an equal division across 201204270004, 201204270005, 201204270006, and 201204270007.","""Two arrested in Dnipropetrovsk bombings case, says prosecutor's office,"" Interfax: Ukrainian General Newswire, May 31, 2012.","""Seven people injured in Dnipropetrovsk blasts still hospitalized,"" Interfax: Ukrainian General Newswire, May 11, 2012.","""Dozens injured after bombs go off in Ukraine,"" The Daily Gleaner (New Brunswick), April 28, 2012.","201204270004, 201204270005, 201204270006, 201204270007, 201204270009"
47,201204270009,2012,4,27,0,Ukraine,Dnipropetrovsk,48.442791,35.02216,,"04/27/2012: An explosive device was discovered and defused in Dnipropetrovsk city, Dnipropetrovsk oblast, Ukraine. This was one of five coordinated incidents in Dnipropetrovsk city on this date and the only explosive device that did not detonate. No group claimed responsibility for these attacks.",1,1,1,,0,0,3,Bombing/Explosion,20,Unknown,,,Unknown,Unknown,Unknown,0.0,-99.0,4.0,0.0,6,Explosives,8.0,Landmine,,,,,A makeshift coated explosive device of propellant action creating an explosion equivalent to 160 grams of TNT that was hidden in a trash can constructed from reinforced concrete and asbestos to act as shrapnel was used in the attack.,0.0,0.0,0.0,0,,"""Two arrested in Dnipropetrovsk bombings case, says prosecutor's office,"" Interfax: Ukrainian General Newswire, May 31, 2012.","""One Bomb Found Before Dnipropetrovsk Explosion,"" Interfax, April 28, 2012.","""Newly Independent States,"" Russia & CIS Military Daily, May 4, 2012.","201204270004, 201204270005, 201204270006, 201204270007, 201204270009"
48,201205060006,2012,5,6,0,Ukraine,Zavii,48.951868,24.425478,,"05/06/2012: An explosive device detonated in Zavii village, Ivano-Frankovsk region, Ukraine. Three people were injured in the blast. No group claimed responsibility for the attack.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,16.0,Unknown Explosive Type,,,,,,0.0,0.0,3.0,-9,,"""Blast injures 3 in western Ukraine,"" Xinhua General News Service, May 7, 2012.",,,
49,201206090013,2012,6,9,0,Ukraine,Nikopol,47.579815,34.384754,,"06/09/2012: Three assailants kidnapped Oleksandr Tykhon, a member of the Udar opposition party, in Nikopol city, Dnipropetrovsk region, Ukraine. The abductors pushed Tykhon into a car, brought him out of the city, then assaulted him while pouring paint on him. The assailants threatened further harm if Tykhon continued his political activities. No group claimed responsibility for the incident.",1,1,1,,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,84.0,Political Party Member/Rally,Udar Party,Leader: Oleksandr Tykhon,Unknown,0.0,3.0,0.0,0.0,9,Melee,22.0,"Hands, Feet, Fists",,,,,,0.0,0.0,1.0,0,,"""Ukrainian opposition activist abducted, beaten in eastern city,"" UNIAN news agency, Kiev, June 11, 2012.",,,
50,201302040008,2013,2,4,0,Ukraine,Lviv,49.818853000000004,24.050267,Along Lypova Aleya Street,"02/04/2013: Assailants set fire to the Party of Regions office in Lviv city, Lviv oblast, Ukraine. The attackers broke a window and threw flammable liquid into the office; the fire was successfully extinguished and there were no reported injuries. No group claimed responsibility for the incident.",1,1,1,,1,0,7,Facility/Infrastructure Attack,2,Government (General),21.0,Government Building/Facility/Office,Party of Regions,District Office,Unknown,0.0,-99.0,0.0,0.0,8,Incendiary,18.0,Arson/Fire,9.0,Melee,27.0,Unknown Weapon Type,,0.0,0.0,0.0,1,,"""Ukrainian ruling party reports   arson attack   on office in western city,"" BBC Monitoring Kiev Unit Supplied by BBC Worldwide Monitoring, February 5, 2013.",,,
51,201307210022,2013,7,21,0,Ukraine,Donetsk,47.981646999999995,37.762325,,"07/21/2013: Assailants attacked Oleh Bogdanov in Donetsk city, Donetsk oblast, Ukraine. Bogdanov, a journalist, was injured in the assault. No group claimed responsibility for the incident. The specific motive is unknown; however, Bogdanov speculated that the attack was related to his journalistic work regarding police abuses in Ukraine.",1,1,1,,1,0,8,Unarmed Assault,10,Journalists & Media,56.0,Other (including online news agencies),Dorozhny Kontrol Website,Journalist: Oleh Bogdanov,Unknown,0.0,-99.0,0.0,0.0,9,Melee,22.0,"Hands, Feet, Fists",,,,,,0.0,0.0,1.0,0,,"""Ukrainian Reporter Hospitalized After Brutal Attack,"" Radio Free Europe, July 23, 2013.",,,
52,201310040007,2013,10,4,0,Ukraine,Bachevsk,51.8475,34.271111,Incident occurred at a border post outside of the town.,"10/04/2013: A suicide bomber detonated explosives in the border control office in Bachevsk town, Sumy oblast, Ukraine. The bomber was killed and two border guards were wounded in the blast. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,1,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,State Border Guard Service of Ukraine (DPSU),Bachevsk Border Checkpoint,Unknown,0.0,1.0,0.0,0.0,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,1.0,1.0,2.0,1,,"""Border,"" Russia & CIS Military Daily, October 7, 2013.","""Man blows himself up on Ukrainian-Russian border,"" UNIAN, October 4, 2013.","""Man blows himself up at checkpoint on Ukraine-Russia border,"" Voice of Russia, October 4, 2013.",
53,201310140022,2013,10,14,0,Ukraine,Saky,45.12874,33.604305,,"10/14/2013: Assailants set fire to a mosque in Saki city, Crimea republic, Ukraine. There were no reported casualties; however, the mosque was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,Mosque,Unknown,0.0,-99.0,0.0,0.0,8,Incendiary,18.0,Arson/Fire,,,,,,0.0,0.0,0.0,1,This was one of two attacks on mosques in Crimea over two days. The other attack is 201310150026.,"""Arsonists Attack Mosque In Crimea,"" Radio Free Europe, October 15, 2013.","""Arsonists Attack Mosque In Crimea,"" The Sydney News, October 15, 2013.",,
54,201310150026,2013,10,15,0,Ukraine,Ronvnoe,44.946326,34.154146000000004,,"10/15/2013: Assailants set fire to a mosque in Ronvnoe village, Crimea republic, Ukraine. There were no reported casualties; however, the mosque was severely damaged in the attack. No group claimed responsibility for the incident",1,1,1,,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,Mosque,Unknown,0.0,-99.0,0.0,0.0,8,Incendiary,18.0,Arson/Fire,,,,,,0.0,0.0,0.0,1,This was one of two attacks on mosques in Crimea over two days. The other attack is 201310140022.,"""Arsonists Attack Mosque In Crimea,"" Radio Free Europe, October 15, 2013.","""Arsonists Attack Mosque In Crimea,"" The Sydney News, October 15, 2013.",,
55,201401060089,2014,1,6,0,Ukraine,Kiev,50.442946,30.629354,The incident occurred in Darnytsia area.,"01/06/2014: A vehicle exploded in Darnytsia area, Kiev city, Kiev municipality, Ukraine. There were no reported casualties in the blast. No group claimed responsibility for the incident.",1,1,1,Lack of Intentionality,1,0,3,Bombing/Explosion,20,Unknown,,,Unknown,Unknown,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,15.0,Vehicle,,,,,,0.0,0.0,0.0,1,There is doubt that this incident meets terrorism-related criteria. The cause of the explosion was unknown.,"""Car explodes in Kyiv,"" For UA, January 6, 2014.",,,
56,201401210063,2014,1,21,1,Ukraine,Kiev,50.4501,30.5234,,"01/21/2014: Assailants abducted Dmitry Bulatov from Kiev city, Kiev municipality, Ukraine. Bulatov, a journalist and activist, was beaten and otherwise wounded before being released on January 30, 2014. No group claimed responsibility for the incident.",1,1,1,,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,84.0,Political Party Member/Rally,Unknown,Anti-Government Activist: Dmitry Bulatov,Unknown,0.0,-99.0,0.0,0.0,9,Melee,23.0,Knife or Other Sharp Object,,,,,,0.0,0.0,1.0,0,,"""Prominent Ukrainian activist free after 'kidnapping' (AFP),"" Yahoo! News Australia, January 21, 2014.","""Ukrainian Activist Reportedly Kidnapped, Tortured,"" RIA Novosti, January 31, 2014.",,
57,201401310052,2014,1,31,1,Ukraine,Kiev,50.447886,30.528839,,"01/31/2014: Assailants abducted Nikita Perfilyev and Anton Zakharov in Kiev city, Kiev municipality, Ukraine. The two victims, a journalist and cameraman for KazanFirst Online News Portal, were beaten and otherwise injured before being released on or around February 2, 2014. No group claimed responsibility for the incident.",1,1,1,,1,0,6,Hostage Taking (Kidnapping),10,Journalists & Media,56.0,Other (including online news agencies),KazanFirst Online News Portal,"Journalists: Nikita Perfilyev, Anton Zarkharov",Unknown,0.0,-99.0,0.0,0.0,9,Melee,27.0,Unknown Weapon Type,,,,,,0.0,0.0,2.0,1,,"""Tatar Journalists Beaten In Ukraine,"" Radio Free Europe, February 3, 2014.","""Radio Free Europe/Radio Liberty: Tatar journalists beaten in Ukraine,"" KPNews.com, February 3, 2014.",,
58,201402060026,2014,2,6,0,Ukraine,Kiev,50.4501,30.5234,,"02/06/2014: An explosive device detonated at the House of Trade Unions building in Kiev city, Kiev municipality, Ukraine. One person was injured in the blast. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,83.0,Protester,Trade Unions Building,Protest Headquarters,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,17.0,Other Explosive Type,,,,,"An explosive device placed inside a box labeled ""medical supplies"" was used in the attack.",0.0,0.0,1.0,0,,"""Man wounded in   blast   at Ukraine protest HQ: police,"" Agence France Presse -- English, February 6, 2014.","""Ukrainian Protester Injured in Bomb Explosion in Kiev,"" Sofia News Agency, February 6, 2014.","""Parcel bomb explodes at Kyiv's Maidan,"" KPNews.com, February 6, 2014.",
59,201402070032,2014,2,7,0,Ukraine,Kharkiv,49.9935,36.230383,,"02/07/2014: An assailant attempted to hijack an airliner in Kharkiv city, Ukraine. The assailant, a Ukrainian, tried to divert the plane to Sochi, Russia; however, the plane landed safely in Istanbul, Turkey. The assailant, Artem Hozlov, claimed responsibility for the attack and stated that President Viktor Yanukovych's ""hands are drenched in blood.""",1,1,1,,0,0,4,Hijacking,6,Airports & Aircraft,42.0,Aircraft (not at an airport),Pegasus Airlines,Airplane,Anti-Yanukovych extremists,0.0,1.0,1.0,1.0,7,Fake Weapons,,,,,,,,0.0,0.0,0.0,0,,"""Ukraine investigates Sochi 'hijack attempt' for terror links,"" Telegraph, February 8, 2014.","""Xinhua world news summary at 0100 GMT, Feb. 8,"" Xinhua General News Service, February 7, 2014.",,
60,201402120041,2014,2,12,0,Ukraine,Kiev,50.431287,30.533786,The incident occurred in the Pecherskyy neighborhood of the city.,"02/12/2014: Assailants threw Molotov cocktails at the police directorate for Pecherskyy neighborhood, Kiev city, Kiev city municipality, Ukraine. No one was injured in the blast; however, the building caught on fire. No group claimed responsibility for the incident.",1,1,1,,1,0,7,Facility/Infrastructure Attack,3,Police,22.0,"Police Building (headquarters, station, school)",Militsiya,Police Station,Unknown,0.0,-99.0,0.0,0.0,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,1,,"""Petrol bomb reported thrown at police station in centre of Ukrainian capital,"" Interfax-Ukraine, February 13, 2014.",,,
